the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp,objectid
,,2021-01-11 05:00:00+00,7290,negative,2024-12-09 16:00:01.938486+00,285049
,,2021-05-14 04:00:00+00,176,positive,2024-12-09 16:00:01.938486+00,285050
,,2023-02-08 05:00:00+00,258,positive,2024-12-09 16:00:01.938486+00,285051
,,2023-08-22 04:00:00+00,124,negative,2024-12-09 16:00:01.938486+00,285052
,,2022-10-22 04:00:00+00,116,positive,2024-12-09 16:00:01.938486+00,285053
,,2021-10-06 04:00:00+00,357,positive,2024-12-09 16:00:01.938486+00,285054
,,2024-01-06 05:00:00+00,105,positive,2024-12-09 16:00:01.938486+00,285055
,,2020-06-29 04:00:00+00,2583,negative,2024-12-09 16:00:01.938486+00,285056
,,2022-06-25 04:00:00+00,1378,negative,2024-12-09 16:00:01.938486+00,285057
,,2022-02-14 05:00:00+00,8184,negative,2024-12-09 16:00:01.938486+00,285058
,,2020-09-28 04:00:00+00,144,positive,2024-12-09 16:00:01.938486+00,285059
,,2022-03-20 04:00:00+00,29,positive,2024-12-09 16:00:01.938486+00,285060
,,2023-11-27 05:00:00+00,131,positive,2024-12-09 16:00:01.938486+00,285061
,,2021-06-27 04:00:00+00,1506,negative,2024-12-09 16:00:01.938486+00,285062
,,2020-06-05 04:00:00+00,1978,negative,2024-12-09 16:00:01.938486+00,285063
,,2021-11-15 05:00:00+00,352,positive,2024-12-09 16:00:01.938486+00,285064
,,2024-04-10 04:00:00+00,152,negative,2024-12-09 16:00:01.938486+00,285065
,,2022-07-19 04:00:00+00,2023,negative,2024-12-09 16:00:01.938486+00,285066
,,2021-10-19 04:00:00+00,271,positive,2024-12-09 16:00:01.938486+00,285067
,,2022-07-08 04:00:00+00,2007,negative,2024-12-09 16:00:01.938486+00,285068
,,2022-11-10 05:00:00+00,175,positive,2024-12-09 16:00:01.938486+00,285069
,,2023-12-18 05:00:00+00,183,positive,2024-12-09 16:00:01.938486+00,285070
,,2023-08-09 04:00:00+00,99,negative,2024-12-09 16:00:01.938486+00,285071
,,2020-06-10 04:00:00+00,2488,negative,2024-12-09 16:00:01.938486+00,285072
,,2022-03-05 05:00:00+00,1686,negative,2024-12-09 16:00:01.938486+00,285073
,,2021-06-09 04:00:00+00,3966,negative,2024-12-09 16:00:01.938486+00,285074
,,2021-01-17 05:00:00+00,255,positive,2024-12-09 16:00:01.938486+00,285075
,,2023-03-06 05:00:00+00,1134,negative,2024-12-09 16:00:01.938486+00,285076
,,2023-07-07 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,285077
,,2023-05-12 04:00:00+00,13,positive,2024-12-09 16:00:01.938486+00,285078
,,2022-12-24 05:00:00+00,732,negative,2024-12-09 16:00:01.938486+00,285079
,,2020-11-22 05:00:00+00,528,positive,2024-12-09 16:00:01.938486+00,285080
,,2021-03-29 04:00:00+00,7491,negative,2024-12-09 16:00:01.938486+00,285081
,,2020-04-24 04:00:00+00,1247,negative,2024-12-09 16:00:01.938486+00,285082
,,2023-11-05 04:00:00+00,61,positive,2024-12-09 16:00:01.938486+00,285083
,,2020-09-06 04:00:00+00,51,positive,2024-12-09 16:00:01.938486+00,285084
,,2021-12-07 05:00:00+00,646,positive,2024-12-09 16:00:01.938486+00,285085
,,2024-02-28 05:00:00+00,217,negative,2024-12-09 16:00:01.938486+00,285086
,,2022-08-30 04:00:00+00,1854,negative,2024-12-09 16:00:01.938486+00,285087
,,2021-08-08 04:00:00+00,1999,negative,2024-12-09 16:00:01.938486+00,285088
,,2022-04-11 04:00:00+00,421,positive,2024-12-09 16:00:01.938486+00,285089
,,2020-12-23 05:00:00+00,7875,negative,2024-12-09 16:00:01.938486+00,285090
,,2021-05-01 04:00:00+00,273,positive,2024-12-09 16:00:01.938486+00,285091
,,2023-02-05 05:00:00+00,164,positive,2024-12-09 16:00:01.938486+00,285092
,,2023-06-02 04:00:00+00,107,negative,2024-12-09 16:00:01.938486+00,285093
,,2022-05-18 04:00:00+00,607,positive,2024-12-09 16:00:01.938486+00,285094
,,2022-09-26 04:00:00+00,1736,negative,2024-12-09 16:00:01.938486+00,285095
,,2024-02-01 05:00:00+00,256,negative,2024-12-09 16:00:01.938486+00,285096
,,2022-01-07 05:00:00+00,3080,positive,2024-12-09 16:00:01.938486+00,285097
,,2023-09-29 04:00:00+00,89,positive,2024-12-09 16:00:01.938486+00,285098
,,2020-08-06 04:00:00+00,140,positive,2024-12-09 16:00:01.938486+00,285099
,,2021-09-10 04:00:00+00,8748,negative,2024-12-09 16:00:01.938486+00,285100
,,2020-03-22 04:00:00+00,199,negative,2024-12-09 16:00:01.938486+00,285101
,,2023-05-05 04:00:00+00,28,positive,2024-12-09 16:00:01.938486+00,285102
,,2020-11-17 05:00:00+00,1100,positive,2024-12-09 16:00:01.938486+00,285103
,,2022-12-31 05:00:00+00,693,negative,2024-12-09 16:00:01.938486+00,285104
,,2021-04-03 04:00:00+00,4582,negative,2024-12-09 16:00:01.938486+00,285105
,,2020-05-20 04:00:00+00,299,positive,2024-12-09 16:00:01.938486+00,285106
,,2021-12-01 05:00:00+00,12417,negative,2024-12-09 16:00:01.938486+00,285107
,,2022-08-04 04:00:00+00,394,positive,2024-12-09 16:00:01.938486+00,285108
,,2022-04-05 04:00:00+00,4246,negative,2024-12-09 16:00:01.938486+00,285109
,,2021-07-13 04:00:00+00,70,positive,2024-12-09 16:00:01.938486+00,285110
,,2020-09-12 04:00:00+00,3613,negative,2024-12-09 16:00:01.938486+00,285111
,,2024-03-25 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,285112
,,2023-11-11 05:00:00+00,131,negative,2024-12-09 16:00:01.938486+00,285113
,,2023-03-12 05:00:00+00,608,negative,2024-12-09 16:00:01.938486+00,285114
,,2021-06-15 04:00:00+00,4053,negative,2024-12-09 16:00:01.938486+00,285115
,,2024-04-30 04:00:00+00,129,negative,2024-12-09 16:00:01.938486+00,285116
,,2023-08-02 04:00:00+00,45,positive,2024-12-09 16:00:01.938486+00,285117
,,2021-02-12 05:00:00+00,296,positive,2024-12-09 16:00:01.938486+00,285118
,,2021-02-23 05:00:00+00,8225,negative,2024-12-09 16:00:01.938486+00,285119
,,2020-10-23 04:00:00+00,432,positive,2024-12-09 16:00:01.938486+00,285120
,,2023-04-12 04:00:00+00,33,positive,2024-12-09 16:00:01.938486+00,285121
,,2022-11-20 05:00:00+00,1031,negative,2024-12-09 16:00:01.938486+00,285122
,,2020-10-05 04:00:00+00,199,positive,2024-12-09 16:00:01.938486+00,285123
,,2024-04-01 04:00:00+00,182,negative,2024-12-09 16:00:01.938486+00,285124
,,2023-12-06 05:00:00+00,134,positive,2024-12-09 16:00:01.938486+00,285125
,,2021-07-04 04:00:00+00,995,negative,2024-12-09 16:00:01.938486+00,285126
,,2021-11-08 05:00:00+00,289,positive,2024-12-09 16:00:01.938486+00,285127
,,2022-07-28 04:00:00+00,2126,negative,2024-12-09 16:00:01.938486+00,285128
,,2022-03-11 05:00:00+00,55,positive,2024-12-09 16:00:01.938486+00,285129
,,2020-05-29 04:00:00+00,2085,negative,2024-12-09 16:00:01.938486+00,285130
,,2023-04-22 04:00:00+00,322,negative,2024-12-09 16:00:01.938486+00,285131
,,2020-11-10 05:00:00+00,6730,negative,2024-12-09 16:00:01.938486+00,285132
,,2021-03-09 05:00:00+00,332,positive,2024-12-09 16:00:01.938486+00,285133
,,2022-12-12 05:00:00+00,280,positive,2024-12-09 16:00:01.938486+00,285134
,,2021-07-31 04:00:00+00,1904,negative,2024-12-09 16:00:01.938486+00,285135
,,2020-08-29 04:00:00+00,80,positive,2024-12-09 16:00:01.938486+00,285136
,,2022-08-22 04:00:00+00,1748,negative,2024-12-09 16:00:01.938486+00,285137
,,2024-03-07 05:00:00+00,234,negative,2024-12-09 16:00:01.938486+00,285138
,,2022-04-19 04:00:00+00,269,positive,2024-12-09 16:00:01.938486+00,285139
,,2020-05-02 04:00:00+00,975,negative,2024-12-09 16:00:01.938486+00,285140
,,2023-10-28 04:00:00+00,37,positive,2024-12-09 16:00:01.938486+00,285141
,,2021-12-15 05:00:00+00,836,positive,2024-12-09 16:00:01.938486+00,285142
,,2023-01-20 05:00:00+00,216,positive,2024-12-09 16:00:01.938486+00,285143
,,2023-05-17 04:00:00+00,159,negative,2024-12-09 16:00:01.938486+00,285144
,,2020-12-07 05:00:00+00,6810,negative,2024-12-09 16:00:01.938486+00,285145
,,2021-04-15 04:00:00+00,714,positive,2024-12-09 16:00:01.938486+00,285146
,,2022-05-11 04:00:00+00,3497,negative,2024-12-09 16:00:01.938486+00,285147
,,2024-02-26 05:00:00+00,77,positive,2024-12-09 16:00:01.938486+00,285148
,,2021-08-18 04:00:00+00,338,positive,2024-12-09 16:00:01.938486+00,285149
,,2023-10-06 04:00:00+00,139,negative,2024-12-09 16:00:01.938486+00,285150
,,2020-08-15 04:00:00+00,2983,negative,2024-12-09 16:00:01.938486+00,285151
,,2020-04-14 04:00:00+00,608,positive,2024-12-09 16:00:01.938486+00,285152
,,2021-12-29 05:00:00+00,6051,negative,2024-12-09 16:00:01.938486+00,285153
,,2022-09-01 04:00:00+00,225,positive,2024-12-09 16:00:01.938486+00,285154
,,2021-09-03 04:00:00+00,343,positive,2024-12-09 16:00:01.938486+00,285155
,,2020-07-30 04:00:00+00,3596,negative,2024-12-09 16:00:01.938486+00,285156
,,2022-01-14 05:00:00+00,9541,negative,2024-12-09 16:00:01.938486+00,285157
,,2022-05-27 04:00:00+00,2410,negative,2024-12-09 16:00:01.938486+00,285158
,,2022-09-17 04:00:00+00,154,positive,2024-12-09 16:00:01.938486+00,285159
,,2020-03-29 04:00:00+00,215,positive,2024-12-09 16:00:01.938486+00,285160
,,2023-09-20 04:00:00+00,154,negative,2024-12-09 16:00:01.938486+00,285161
,,2024-02-10 05:00:00+00,87,positive,2024-12-09 16:00:01.938486+00,285162
,,2023-05-10 04:00:00+00,18,positive,2024-12-09 16:00:01.938486+00,285163
,,2021-03-23 04:00:00+00,8706,negative,2024-12-09 16:00:01.938486+00,285164
,,2020-11-28 05:00:00+00,645,positive,2024-12-09 16:00:01.938486+00,285165
,,2022-12-26 05:00:00+00,1018,negative,2024-12-09 16:00:01.938486+00,285166
,,2022-03-31 04:00:00+00,3809,negative,2024-12-09 16:00:01.938486+00,285167
,,2021-11-20 05:00:00+00,3356,negative,2024-12-09 16:00:01.938486+00,285168
,,2021-07-24 04:00:00+00,82,positive,2024-12-09 16:00:01.938486+00,285169
,,2022-08-09 04:00:00+00,381,positive,2024-12-09 16:00:01.938486+00,285170
,,2020-05-09 04:00:00+00,120,positive,2024-12-09 16:00:01.938486+00,285171
,,2023-11-16 05:00:00+00,170,negative,2024-12-09 16:00:01.938486+00,285172
,,2024-03-20 04:00:00+00,32,positive,2024-12-09 16:00:01.938486+00,285173
,,2020-09-23 04:00:00+00,4498,negative,2024-12-09 16:00:01.938486+00,285174
,,2024-04-21 04:00:00+00,9,positive,2024-12-09 16:00:01.938486+00,285175
,,2021-06-22 04:00:00+00,28,positive,2024-12-09 16:00:01.938486+00,285176
,,2021-02-05 05:00:00+00,9770,negative,2024-12-09 16:00:01.938486+00,285177
,,2023-03-21 04:00:00+00,73,positive,2024-12-09 16:00:01.938486+00,285178
,,2023-07-24 04:00:00+00,87,negative,2024-12-09 16:00:01.938486+00,285179
,,2022-11-17 05:00:00+00,1766,negative,2024-12-09 16:00:01.938486+00,285180
,,2021-10-24 04:00:00+00,2456,negative,2024-12-09 16:00:01.938486+00,285181
,,2023-08-16 04:00:00+00,60,positive,2024-12-09 16:00:01.938486+00,285182
,,2023-12-11 05:00:00+00,215,negative,2024-12-09 16:00:01.938486+00,285183
,,2022-07-01 04:00:00+00,316,positive,2024-12-09 16:00:01.938486+00,285184
,,2022-02-28 05:00:00+00,128,positive,2024-12-09 16:00:01.938486+00,285185
,,2020-06-15 04:00:00+00,117,positive,2024-12-09 16:00:01.938486+00,285186
,,2021-03-17 04:00:00+00,531,positive,2024-12-09 16:00:01.938486+00,285187
,,2022-12-20 05:00:00+00,281,positive,2024-12-09 16:00:01.938486+00,285188
,,2020-11-02 05:00:00+00,5348,negative,2024-12-09 16:00:01.938486+00,285189
,,2023-04-14 04:00:00+00,564,negative,2024-12-09 16:00:01.938486+00,285190
,,2021-11-25 05:00:00+00,1631,negative,2024-12-09 16:00:01.938486+00,285191
,,2021-07-19 04:00:00+00,99,positive,2024-12-09 16:00:01.938486+00,285192
,,2024-03-27 04:00:00+00,22,positive,2024-12-09 16:00:01.938486+00,285193
,,2022-08-02 04:00:00+00,415,positive,2024-12-09 16:00:01.938486+00,285194
,,2023-11-09 05:00:00+00,206,negative,2024-12-09 16:00:01.938486+00,285195
,,2020-09-18 04:00:00+00,4371,negative,2024-12-09 16:00:01.938486+00,285196
,,2020-05-14 04:00:00+00,253,positive,2024-12-09 16:00:01.938486+00,285197
,,2022-04-07 04:00:00+00,4085,negative,2024-12-09 16:00:01.938486+00,285198
,,2023-09-14 04:00:00+00,181,negative,2024-12-09 16:00:01.938486+00,285199
,,2022-06-02 04:00:00+00,2668,negative,2024-12-09 16:00:01.938486+00,285200
,,2022-10-13 04:00:00+00,170,positive,2024-12-09 16:00:01.938486+00,285201
,,2024-01-15 05:00:00+00,141,positive,2024-12-09 16:00:01.938486+00,285202
,,2021-09-29 04:00:00+00,359,positive,2024-12-09 16:00:01.938486+00,285203
,,2020-07-24 04:00:00+00,3850,negative,2024-12-09 16:00:01.938486+00,285204
,,2022-01-20 05:00:00+00,9062,negative,2024-12-09 16:00:01.938486+00,285205
,,2021-04-26 04:00:00+00,10176,negative,2024-12-09 16:00:01.938486+00,285206
,,2023-01-29 05:00:00+00,643,negative,2024-12-09 16:00:01.938486+00,285207
,,2020-12-28 05:00:00+00,871,positive,2024-12-09 16:00:01.938486+00,285208
,,2023-06-09 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,285209
,,2023-05-26 04:00:00+00,139,negative,2024-12-09 16:00:01.938486+00,285210
,,2020-12-14 05:00:00+00,6793,negative,2024-12-09 16:00:01.938486+00,285211
,,2021-04-08 04:00:00+00,680,positive,2024-12-09 16:00:01.938486+00,285212
,,2023-01-11 05:00:00+00,302,positive,2024-12-09 16:00:01.938486+00,285213
,,2021-01-10 05:00:00+00,304,positive,2024-12-09 16:00:01.938486+00,285214
,,2023-06-28 04:00:00+00,26,positive,2024-12-09 16:00:01.938486+00,285215
,,2021-05-15 04:00:00+00,3628,negative,2024-12-09 16:00:01.938486+00,285216
,,2023-02-11 05:00:00+00,869,negative,2024-12-09 16:00:01.938486+00,285217
,,2022-02-15 05:00:00+00,172,positive,2024-12-09 16:00:01.938486+00,285218
,,2020-06-28 04:00:00+00,70,positive,2024-12-09 16:00:01.938486+00,285219
,,2022-06-28 04:00:00+00,350,positive,2024-12-09 16:00:01.938486+00,285220
,,2021-10-05 04:00:00+00,10529,negative,2024-12-09 16:00:01.938486+00,285221
,,2024-01-09 05:00:00+00,269,negative,2024-12-09 16:00:01.938486+00,285222
,,2022-10-19 04:00:00+00,3265,negative,2024-12-09 16:00:01.938486+00,285223
,,2023-08-19 04:00:00+00,45,positive,2024-12-09 16:00:01.938486+00,285224
,,2023-03-08 05:00:00+00,1018,negative,2024-12-09 16:00:01.938486+00,285225
,,2021-01-23 05:00:00+00,283,positive,2024-12-09 16:00:01.938486+00,285226
,,2021-06-03 04:00:00+00,6956,negative,2024-12-09 16:00:01.938486+00,285227
,,2023-07-05 04:00:00+00,9,positive,2024-12-09 16:00:01.938486+00,285228
,,2023-07-29 04:00:00+00,105,negative,2024-12-09 16:00:01.938486+00,285229
,,2021-06-11 04:00:00+00,34,positive,2024-12-09 16:00:01.938486+00,285230
,,2023-03-16 04:00:00+00,57,positive,2024-12-09 16:00:01.938486+00,285231
,,2021-02-16 05:00:00+00,6920,negative,2024-12-09 16:00:01.938486+00,285232
,,2024-04-26 04:00:00+00,13,positive,2024-12-09 16:00:01.938486+00,285233
,,2021-06-22 04:00:00+00,3284,negative,2024-12-09 16:00:01.938486+00,285234
,,2021-02-05 05:00:00+00,450,positive,2024-12-09 16:00:01.938486+00,285235
,,2023-03-21 04:00:00+00,944,negative,2024-12-09 16:00:01.938486+00,285236
,,2024-04-21 04:00:00+00,138,negative,2024-12-09 16:00:01.938486+00,285237
,,2023-07-24 04:00:00+00,28,positive,2024-12-09 16:00:01.938486+00,285238
,,2020-07-07 04:00:00+00,189,positive,2024-12-09 16:00:01.938486+00,285239
,,2023-08-30 04:00:00+00,99,positive,2024-12-09 16:00:01.938486+00,285240
,,2023-12-29 05:00:00+00,266,negative,2024-12-09 16:00:01.938486+00,285241
,,2022-02-06 05:00:00+00,147,positive,2024-12-09 16:00:01.938486+00,285242
,,2022-10-30 04:00:00+00,1077,negative,2024-12-09 16:00:01.938486+00,285243
,,2021-10-14 04:00:00+00,10070,negative,2024-12-09 16:00:01.938486+00,285244
,,2022-06-17 04:00:00+00,266,positive,2024-12-09 16:00:01.938486+00,285245
,,2024-02-29 05:00:00+00,72,positive,2024-12-09 16:00:01.938486+00,285246
,,2023-11-04 04:00:00+00,138,negative,2024-12-09 16:00:01.938486+00,285247
,,2022-04-12 04:00:00+00,3947,negative,2024-12-09 16:00:01.938486+00,285248
,,2022-08-29 04:00:00+00,299,positive,2024-12-09 16:00:01.938486+00,285249
,,2020-04-27 04:00:00+00,521,positive,2024-12-09 16:00:01.938486+00,285250
,,2021-08-05 04:00:00+00,267,positive,2024-12-09 16:00:01.938486+00,285251
,,2021-12-10 05:00:00+00,10995,negative,2024-12-09 16:00:01.938486+00,285252
,,2020-09-03 04:00:00+00,3818,negative,2024-12-09 16:00:01.938486+00,285253
,,2023-06-17 04:00:00+00,64,negative,2024-12-09 16:00:01.938486+00,285254
,,2023-02-22 05:00:00+00,154,positive,2024-12-09 16:00:01.938486+00,285255
,,2021-05-20 04:00:00+00,158,positive,2024-12-09 16:00:01.938486+00,285256
,,2021-01-05 05:00:00+00,7501,negative,2024-12-09 16:00:01.938486+00,285257
,,2024-02-08 05:00:00+00,316,negative,2024-12-09 16:00:01.938486+00,285258
,,2020-03-27 04:00:00+00,773,negative,2024-12-09 16:00:01.938486+00,285259
,,2022-09-19 04:00:00+00,1920,negative,2024-12-09 16:00:01.938486+00,285260
,,2022-01-12 05:00:00+00,2842,positive,2024-12-09 16:00:01.938486+00,285261
,,2023-09-22 04:00:00+00,84,positive,2024-12-09 16:00:01.938486+00,285262
,,2021-09-05 04:00:00+00,2603,negative,2024-12-09 16:00:01.938486+00,285263
,,2020-08-01 04:00:00+00,64,positive,2024-12-09 16:00:01.938486+00,285264
,,2022-05-25 04:00:00+00,534,positive,2024-12-09 16:00:01.938486+00,285265
,,2022-05-07 04:00:00+00,165,positive,2024-12-09 16:00:01.938486+00,285266
,,2022-01-02 05:00:00+00,2293,positive,2024-12-09 16:00:01.938486+00,285267
,,2021-08-14 04:00:00+00,3151,negative,2024-12-09 16:00:01.938486+00,285268
,,2022-09-05 04:00:00+00,981,negative,2024-12-09 16:00:01.938486+00,285269
,,2023-10-10 04:00:00+00,77,positive,2024-12-09 16:00:01.938486+00,285270
,,2020-04-18 04:00:00+00,570,negative,2024-12-09 16:00:01.938486+00,285271
,,2024-02-22 05:00:00+00,204,negative,2024-12-09 16:00:01.938486+00,285272
,,2020-08-11 04:00:00+00,159,positive,2024-12-09 16:00:01.938486+00,285273
,,2024-03-07 05:00:00+00,49,positive,2024-12-09 16:00:01.938486+00,285274
,,2021-07-31 04:00:00+00,161,positive,2024-12-09 16:00:01.938486+00,285275
,,2023-10-28 04:00:00+00,124,negative,2024-12-09 16:00:01.938486+00,285276
,,2022-04-19 04:00:00+00,4574,negative,2024-12-09 16:00:01.938486+00,285277
,,2021-12-15 05:00:00+00,11377,negative,2024-12-09 16:00:01.938486+00,285278
,,2022-08-22 04:00:00+00,277,positive,2024-12-09 16:00:01.938486+00,285279
,,2020-05-02 04:00:00+00,224,positive,2024-12-09 16:00:01.938486+00,285280
,,2020-08-29 04:00:00+00,2995,negative,2024-12-09 16:00:01.938486+00,285281
,,2021-05-26 04:00:00+00,5721,negative,2024-12-09 16:00:01.938486+00,285282
,,2023-02-28 05:00:00+00,1047,negative,2024-12-09 16:00:01.938486+00,285283
,,2021-01-31 05:00:00+00,215,positive,2024-12-09 16:00:01.938486+00,285284
,,2023-07-13 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,285285
,,2023-12-09 05:00:00+00,82,positive,2024-12-09 16:00:01.938486+00,285286
,,2020-06-17 04:00:00+00,3097,negative,2024-12-09 16:00:01.938486+00,285287
,,2022-11-19 05:00:00+00,105,positive,2024-12-09 16:00:01.938486+00,285288
,,2022-02-26 05:00:00+00,1314,negative,2024-12-09 16:00:01.938486+00,285289
,,2022-06-29 04:00:00+00,2134,negative,2024-12-09 16:00:01.938486+00,285290
,,2021-10-26 04:00:00+00,237,positive,2024-12-09 16:00:01.938486+00,285291
,,2023-08-18 04:00:00+00,190,negative,2024-12-09 16:00:01.938486+00,285292
,,2020-06-02 04:00:00+00,1781,negative,2024-12-09 16:00:01.938486+00,285293
,,2020-10-01 04:00:00+00,187,positive,2024-12-09 16:00:01.938486+00,285294
,,2022-03-23 04:00:00+00,102,positive,2024-12-09 16:00:01.938486+00,285295
,,2022-07-16 04:00:00+00,1335,negative,2024-12-09 16:00:01.938486+00,285296
,,2021-06-30 04:00:00+00,3330,negative,2024-12-09 16:00:01.938486+00,285297
,,2021-11-12 05:00:00+00,323,positive,2024-12-09 16:00:01.938486+00,285298
,,2024-04-13 04:00:00+00,132,negative,2024-12-09 16:00:01.938486+00,285299
,,2023-11-24 05:00:00+00,85,positive,2024-12-09 16:00:01.938486+00,285300
,,2021-02-25 05:00:00+00,292,positive,2024-12-09 16:00:01.938486+00,285301
,,2020-10-21 04:00:00+00,5886,negative,2024-12-09 16:00:01.938486+00,285302
,,2023-04-10 04:00:00+00,696,negative,2024-12-09 16:00:01.938486+00,285303
,,2022-11-22 05:00:00+00,228,positive,2024-12-09 16:00:01.938486+00,285304
,,2021-10-03 04:00:00+00,2672,negative,2024-12-09 16:00:01.938486+00,285305
,,2023-08-25 04:00:00+00,86,positive,2024-12-09 16:00:01.938486+00,285306
,,2022-02-17 05:00:00+00,120,positive,2024-12-09 16:00:01.938486+00,285307
,,2022-10-25 04:00:00+00,1886,negative,2024-12-09 16:00:01.938486+00,285308
,,2024-01-03 05:00:00+00,279,negative,2024-12-09 16:00:01.938486+00,285309
,,2022-06-22 04:00:00+00,313,positive,2024-12-09 16:00:01.938486+00,285310
,,2020-06-26 04:00:00+00,127,positive,2024-12-09 16:00:01.938486+00,285311
,,2021-04-03 04:00:00+00,469,positive,2024-12-09 16:00:01.938486+00,285312
,,2023-05-05 04:00:00+00,529,negative,2024-12-09 16:00:01.938486+00,285313
,,2020-11-17 05:00:00+00,8185,negative,2024-12-09 16:00:01.938486+00,285314
,,2022-12-31 05:00:00+00,170,positive,2024-12-09 16:00:01.938486+00,285315
,,2020-08-24 04:00:00+00,2804,negative,2024-12-09 16:00:01.938486+00,285316
,,2021-12-20 05:00:00+00,12279,negative,2024-12-09 16:00:01.938486+00,285317
,,2022-09-12 04:00:00+00,279,positive,2024-12-09 16:00:01.938486+00,285318
,,2024-02-15 05:00:00+00,93,positive,2024-12-09 16:00:01.938486+00,285319
,,2020-04-05 04:00:00+00,253,positive,2024-12-09 16:00:01.938486+00,285320
,,2022-04-30 04:00:00+00,1402,negative,2024-12-09 16:00:01.938486+00,285321
,,2021-08-27 04:00:00+00,361,positive,2024-12-09 16:00:01.938486+00,285322
,,2023-10-17 04:00:00+00,154,negative,2024-12-09 16:00:01.938486+00,285323
,,2021-04-17 04:00:00+00,5366,negative,2024-12-09 16:00:01.938486+00,285324
,,2020-12-05 05:00:00+00,681,positive,2024-12-09 16:00:01.938486+00,285325
,,2023-05-15 04:00:00+00,22,positive,2024-12-09 16:00:01.938486+00,285326
,,2023-01-22 05:00:00+00,709,negative,2024-12-09 16:00:01.938486+00,285327
,,2023-05-30 04:00:00+00,24,positive,2024-12-09 16:00:01.938486+00,285328
,,2021-04-12 04:00:00+00,10822,negative,2024-12-09 16:00:01.938486+00,285329
,,2020-12-10 05:00:00+00,1148,positive,2024-12-09 16:00:01.938486+00,285330
,,2023-01-07 05:00:00+00,847,negative,2024-12-09 16:00:01.938486+00,285331
,,2021-12-04 05:00:00+00,3614,negative,2024-12-09 16:00:01.938486+00,285332
,,2020-04-21 04:00:00+00,414,positive,2024-12-09 16:00:01.938486+00,285333
,,2022-04-14 04:00:00+00,4065,negative,2024-12-09 16:00:01.938486+00,285334
,,2021-08-11 04:00:00+00,333,positive,2024-12-09 16:00:01.938486+00,285335
,,2020-09-09 04:00:00+00,3657,negative,2024-12-09 16:00:01.938486+00,285336
,,2023-11-02 04:00:00+00,174,negative,2024-12-09 16:00:01.938486+00,285337
,,2022-08-27 04:00:00+00,159,positive,2024-12-09 16:00:01.938486+00,285338
,,2024-03-02 05:00:00+00,35,positive,2024-12-09 16:00:01.938486+00,285339
,,2021-03-19 04:00:00+00,538,positive,2024-12-09 16:00:01.938486+00,285340
,,2020-10-31 04:00:00+00,5166,negative,2024-12-09 16:00:01.938486+00,285341
,,2023-04-20 04:00:00+00,543,negative,2024-12-09 16:00:01.938486+00,285342
,,2022-12-14 05:00:00+00,252,positive,2024-12-09 16:00:01.938486+00,285343
,,2023-12-18 05:00:00+00,243,negative,2024-12-09 16:00:01.938486+00,285344
,,2023-08-09 04:00:00+00,57,positive,2024-12-09 16:00:01.938486+00,285345
,,2020-06-10 04:00:00+00,113,positive,2024-12-09 16:00:01.938486+00,285346
,,2022-07-08 04:00:00+00,384,positive,2024-12-09 16:00:01.938486+00,285347
,,2022-03-05 05:00:00+00,36,positive,2024-12-09 16:00:01.938486+00,285348
,,2021-10-19 04:00:00+00,13787,negative,2024-12-09 16:00:01.938486+00,285349
,,2022-11-10 05:00:00+00,1826,negative,2024-12-09 16:00:01.938486+00,285350
,,2022-12-03 05:00:00+00,152,positive,2024-12-09 16:00:01.938486+00,285351
,,2021-02-26 05:00:00+00,316,positive,2024-12-09 16:00:01.938486+00,285352
,,2023-03-30 04:00:00+00,727,negative,2024-12-09 16:00:01.938486+00,285353
,,2020-10-20 04:00:00+00,5079,negative,2024-12-09 16:00:01.938486+00,285354
,,2022-04-08 04:00:00+00,161,positive,2024-12-09 16:00:01.938486+00,285355
,,2020-05-17 04:00:00+00,1321,negative,2024-12-09 16:00:01.938486+00,285356
,,2022-08-01 04:00:00+00,1923,negative,2024-12-09 16:00:01.938486+00,285357
,,2021-07-16 04:00:00+00,3018,negative,2024-12-09 16:00:01.938486+00,285358
,,2021-11-28 05:00:00+00,236,positive,2024-12-09 16:00:01.938486+00,285359
,,2024-03-28 04:00:00+00,167,negative,2024-12-09 16:00:01.938486+00,285360
,,2023-11-08 05:00:00+00,70,positive,2024-12-09 16:00:01.938486+00,285361
,,2020-09-15 04:00:00+00,99,positive,2024-12-09 16:00:01.938486+00,285362
,,2021-10-10 04:00:00+00,168,positive,2024-12-09 16:00:01.938486+00,285363
,,2022-02-10 05:00:00+00,7974,negative,2024-12-09 16:00:01.938486+00,285364
,,2020-07-03 04:00:00+00,2748,negative,2024-12-09 16:00:01.938486+00,285365
,,2022-06-13 04:00:00+00,2229,negative,2024-12-09 16:00:01.938486+00,285366
,,2023-12-25 05:00:00+00,76,positive,2024-12-09 16:00:01.938486+00,285367
,,2022-11-03 04:00:00+00,197,positive,2024-12-09 16:00:01.938486+00,285368
,,2023-09-03 04:00:00+00,108,negative,2024-12-09 16:00:01.938486+00,285369
,,2021-05-09 04:00:00+00,3039,negative,2024-12-09 16:00:01.938486+00,285370
