the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp,objectid
,,2022-07-05 04:00:00+00,468,positive,2024-12-09 16:00:01.938486+00,284549
,,2021-10-28 04:00:00+00,11272,negative,2024-12-09 16:00:01.938486+00,284550
,,2020-06-19 04:00:00+00,127,positive,2024-12-09 16:00:01.938486+00,284551
,,2023-12-15 05:00:00+00,198,negative,2024-12-09 16:00:01.938486+00,284552
,,2022-02-24 05:00:00+00,119,positive,2024-12-09 16:00:01.938486+00,284553
,,2023-04-04 04:00:00+00,662,negative,2024-12-09 16:00:01.938486+00,284554
,,2021-03-03 05:00:00+00,343,positive,2024-12-09 16:00:01.938486+00,284555
,,2020-10-15 04:00:00+00,6328,negative,2024-12-09 16:00:01.938486+00,284556
,,2022-11-28 05:00:00+00,278,positive,2024-12-09 16:00:01.938486+00,284557
,,2022-03-30 04:00:00+00,3684,negative,2024-12-09 16:00:01.938486+00,284558
,,2021-11-17 05:00:00+00,10956,negative,2024-12-09 16:00:01.938486+00,284559
,,2020-09-26 04:00:00+00,3425,negative,2024-12-09 16:00:01.938486+00,284560
,,2021-07-27 04:00:00+00,154,positive,2024-12-09 16:00:01.938486+00,284561
,,2023-11-17 05:00:00+00,146,negative,2024-12-09 16:00:01.938486+00,284562
,,2022-08-10 04:00:00+00,322,positive,2024-12-09 16:00:01.938486+00,284563
,,2024-03-19 04:00:00+00,35,positive,2024-12-09 16:00:01.938486+00,284564
,,2020-05-06 04:00:00+00,368,positive,2024-12-09 16:00:01.938486+00,284565
,,2021-03-27 04:00:00+00,4331,negative,2024-12-09 16:00:01.938486+00,284566
,,2020-11-24 05:00:00+00,1247,positive,2024-12-09 16:00:01.938486+00,284567
,,2023-05-14 04:00:00+00,9,positive,2024-12-09 16:00:01.938486+00,284568
,,2022-12-22 05:00:00+00,1396,negative,2024-12-09 16:00:01.938486+00,284569
,,2021-04-01 04:00:00+00,5873,negative,2024-12-09 16:00:01.938486+00,284570
,,2020-11-19 05:00:00+00,1129,positive,2024-12-09 16:00:01.938486+00,284571
,,2023-04-29 04:00:00+00,16,positive,2024-12-09 16:00:01.938486+00,284572
,,2023-01-06 05:00:00+00,1174,negative,2024-12-09 16:00:01.938486+00,284573
,,2022-05-07 04:00:00+00,1487,negative,2024-12-09 16:00:01.938486+00,284574
,,2022-01-02 05:00:00+00,3774,negative,2024-12-09 16:00:01.938486+00,284575
,,2023-10-10 04:00:00+00,169,negative,2024-12-09 16:00:01.938486+00,284576
,,2022-09-05 04:00:00+00,129,positive,2024-12-09 16:00:01.938486+00,284577
,,2020-08-11 04:00:00+00,3496,negative,2024-12-09 16:00:01.938486+00,284578
,,2021-08-14 04:00:00+00,250,positive,2024-12-09 16:00:01.938486+00,284579
,,2020-04-18 04:00:00+00,258,positive,2024-12-09 16:00:01.938486+00,284580
,,2024-02-22 05:00:00+00,97,positive,2024-12-09 16:00:01.938486+00,284581
,,2021-04-19 04:00:00+00,633,positive,2024-12-09 16:00:01.938486+00,284582
,,2023-05-21 04:00:00+00,90,negative,2024-12-09 16:00:01.938486+00,284583
,,2020-12-03 05:00:00+00,8544,negative,2024-12-09 16:00:01.938486+00,284584
,,2023-01-16 05:00:00+00,180,positive,2024-12-09 16:00:01.938486+00,284585
,,2022-02-02 05:00:00+00,484,positive,2024-12-09 16:00:01.938486+00,284586
,,2023-09-11 04:00:00+00,115,positive,2024-12-09 16:00:01.938486+00,284587
,,2020-03-16 04:00:00+00,12,negative,2024-12-09 16:00:01.938486+00,284588
,,2020-07-11 04:00:00+00,115,positive,2024-12-09 16:00:01.938486+00,284589
,,2022-06-05 04:00:00+00,201,positive,2024-12-09 16:00:01.938486+00,284590
,,2021-09-16 04:00:00+00,7015,negative,2024-12-09 16:00:01.938486+00,284591
,,2022-10-10 04:00:00+00,1554,negative,2024-12-09 16:00:01.938486+00,284592
,,2024-01-18 05:00:00+00,269,negative,2024-12-09 16:00:01.938486+00,284593
,,2021-03-13 05:00:00+00,254,positive,2024-12-09 16:00:01.938486+00,284594
,,2022-12-08 05:00:00+00,203,positive,2024-12-09 16:00:01.938486+00,284595
,,2023-04-26 04:00:00+00,616,negative,2024-12-09 16:00:01.938486+00,284596
,,2020-11-06 05:00:00+00,6533,negative,2024-12-09 16:00:01.938486+00,284597
,,2021-07-07 04:00:00+00,3497,negative,2024-12-09 16:00:01.938486+00,284598
,,2020-05-26 04:00:00+00,2212,negative,2024-12-09 16:00:01.938486+00,284599
,,2020-10-08 04:00:00+00,266,positive,2024-12-09 16:00:01.938486+00,284600
,,2021-11-05 04:00:00+00,209,positive,2024-12-09 16:00:01.938486+00,284601
,,2023-12-07 05:00:00+00,119,positive,2024-12-09 16:00:01.938486+00,284602
,,2022-07-29 04:00:00+00,2005,negative,2024-12-09 16:00:01.938486+00,284603
,,2024-03-31 04:00:00+00,137,negative,2024-12-09 16:00:01.938486+00,284604
,,2022-03-10 05:00:00+00,70,positive,2024-12-09 16:00:01.938486+00,284605
,,2023-12-24 05:00:00+00,101,positive,2024-12-09 16:00:01.938486+00,284606
,,2023-08-03 04:00:00+00,131,negative,2024-12-09 16:00:01.938486+00,284607
,,2022-07-14 04:00:00+00,2131,negative,2024-12-09 16:00:01.938486+00,284608
,,2022-11-04 04:00:00+00,184,positive,2024-12-09 16:00:01.938486+00,284609
,,2020-06-12 04:00:00+00,2337,negative,2024-12-09 16:00:01.938486+00,284610
,,2021-10-21 04:00:00+00,211,positive,2024-12-09 16:00:01.938486+00,284611
,,2022-03-03 05:00:00+00,5227,negative,2024-12-09 16:00:01.938486+00,284612
,,2023-07-29 04:00:00+00,28,positive,2024-12-09 16:00:01.938486+00,284613
,,2021-02-16 05:00:00+00,335,positive,2024-12-09 16:00:01.938486+00,284614
,,2021-06-11 04:00:00+00,5660,negative,2024-12-09 16:00:01.938486+00,284615
,,2023-03-16 04:00:00+00,945,negative,2024-12-09 16:00:01.938486+00,284616
,,2024-04-26 04:00:00+00,105,negative,2024-12-09 16:00:01.938486+00,284617
,,2023-11-14 05:00:00+00,183,negative,2024-12-09 16:00:01.938486+00,284618
,,2020-05-19 04:00:00+00,271,positive,2024-12-09 16:00:01.938486+00,284619
,,2021-07-14 04:00:00+00,110,positive,2024-12-09 16:00:01.938486+00,284620
,,2022-08-07 04:00:00+00,210,positive,2024-12-09 16:00:01.938486+00,284621
,,2024-03-22 04:00:00+00,19,positive,2024-12-09 16:00:01.938486+00,284622
,,2020-09-13 04:00:00+00,2956,negative,2024-12-09 16:00:01.938486+00,284623
,,2021-11-30 05:00:00+00,11977,negative,2024-12-09 16:00:01.938486+00,284624
,,2022-04-02 04:00:00+00,1532,negative,2024-12-09 16:00:01.938486+00,284625
,,2020-08-27 04:00:00+00,152,positive,2024-12-09 16:00:01.938486+00,284626
,,2021-07-29 04:00:00+00,3374,negative,2024-12-09 16:00:01.938486+00,284627
,,2022-04-21 04:00:00+00,221,positive,2024-12-09 16:00:01.938486+00,284628
,,2022-08-20 04:00:00+00,1058,negative,2024-12-09 16:00:01.938486+00,284629
,,2024-03-09 05:00:00+00,164,negative,2024-12-09 16:00:01.938486+00,284630
,,2021-12-17 05:00:00+00,943,positive,2024-12-09 16:00:01.938486+00,284631
,,2023-10-26 04:00:00+00,71,positive,2024-12-09 16:00:01.938486+00,284632
,,2020-05-04 04:00:00+00,1298,negative,2024-12-09 16:00:01.938486+00,284633
,,2022-09-30 04:00:00+00,1498,negative,2024-12-09 16:00:01.938486+00,284634
,,2020-03-26 04:00:00+00,627,negative,2024-12-09 16:00:01.938486+00,284635
,,2024-01-28 05:00:00+00,157,negative,2024-12-09 16:00:01.938486+00,284636
,,2023-10-03 04:00:00+00,91,positive,2024-12-09 16:00:01.938486+00,284637
,,2021-09-06 04:00:00+00,1735,negative,2024-12-09 16:00:01.938486+00,284638
,,2020-08-02 04:00:00+00,69,positive,2024-12-09 16:00:01.938486+00,284639
,,2022-05-14 04:00:00+00,331,positive,2024-12-09 16:00:01.938486+00,284640
,,2022-01-11 05:00:00+00,3204,positive,2024-12-09 16:00:01.938486+00,284641
,,2021-05-04 04:00:00+00,344,positive,2024-12-09 16:00:01.938486+00,284642
,,2020-12-20 05:00:00+00,5798,negative,2024-12-09 16:00:01.938486+00,284643
,,2023-06-01 04:00:00+00,134,negative,2024-12-09 16:00:01.938486+00,284644
,,2023-02-06 05:00:00+00,304,positive,2024-12-09 16:00:01.938486+00,284645
,,2023-10-19 04:00:00+00,185,negative,2024-12-09 16:00:01.938486+00,284646
,,2020-08-18 04:00:00+00,3657,negative,2024-12-09 16:00:01.938486+00,284647
,,2024-02-13 05:00:00+00,85,positive,2024-12-09 16:00:01.938486+00,284648
,,2021-12-26 05:00:00+00,3375,negative,2024-12-09 16:00:01.938486+00,284649
,,2022-04-28 04:00:00+00,3356,negative,2024-12-09 16:00:01.938486+00,284650
,,2022-09-14 04:00:00+00,233,positive,2024-12-09 16:00:01.938486+00,284651
,,2021-08-21 04:00:00+00,261,positive,2024-12-09 16:00:01.938486+00,284652
,,2020-04-11 04:00:00+00,225,positive,2024-12-09 16:00:01.938486+00,284653
,,2022-01-20 05:00:00+00,1173,positive,2024-12-09 16:00:01.938486+00,284654
,,2022-10-13 04:00:00+00,1873,negative,2024-12-09 16:00:01.938486+00,284655
,,2021-09-29 04:00:00+00,11354,negative,2024-12-09 16:00:01.938486+00,284656
,,2023-09-14 04:00:00+00,105,positive,2024-12-09 16:00:01.938486+00,284657
,,2020-07-24 04:00:00+00,170,positive,2024-12-09 16:00:01.938486+00,284658
,,2022-06-02 04:00:00+00,436,positive,2024-12-09 16:00:01.938486+00,284659
,,2024-01-15 05:00:00+00,194,negative,2024-12-09 16:00:01.938486+00,284660
,,2021-06-06 04:00:00+00,1626,negative,2024-12-09 16:00:01.938486+00,284661
,,2023-07-08 04:00:00+00,21,positive,2024-12-09 16:00:01.938486+00,284662
,,2021-01-20 05:00:00+00,487,positive,2024-12-09 16:00:01.938486+00,284663
,,2023-03-05 05:00:00+00,650,negative,2024-12-09 16:00:01.938486+00,284664
,,2021-02-03 05:00:00+00,7272,negative,2024-12-09 16:00:01.938486+00,284665
,,2023-03-23 04:00:00+00,46,positive,2024-12-09 16:00:01.938486+00,284666
,,2023-07-22 04:00:00+00,96,negative,2024-12-09 16:00:01.938486+00,284667
,,2021-06-24 04:00:00+00,22,positive,2024-12-09 16:00:01.938486+00,284668
,,2024-04-19 04:00:00+00,12,positive,2024-12-09 16:00:01.938486+00,284669
,,2024-04-18 04:00:00+00,172,negative,2024-12-09 16:00:01.938486+00,284670
,,2021-06-19 04:00:00+00,1759,negative,2024-12-09 16:00:01.938486+00,284671
,,2023-03-24 04:00:00+00,833,negative,2024-12-09 16:00:01.938486+00,284672
,,2023-07-21 04:00:00+00,19,positive,2024-12-09 16:00:01.938486+00,284673
,,2021-02-08 05:00:00+00,382,positive,2024-12-09 16:00:01.938486+00,284674
,,2023-08-03 04:00:00+00,51,positive,2024-12-09 16:00:01.938486+00,284675
,,2020-06-12 04:00:00+00,96,positive,2024-12-09 16:00:01.938486+00,284676
,,2023-12-24 05:00:00+00,182,negative,2024-12-09 16:00:01.938486+00,284677
,,2022-03-03 05:00:00+00,63,positive,2024-12-09 16:00:01.938486+00,284678
,,2022-11-04 04:00:00+00,1737,negative,2024-12-09 16:00:01.938486+00,284679
,,2021-10-21 04:00:00+00,10872,negative,2024-12-09 16:00:01.938486+00,284680
,,2022-07-14 04:00:00+00,405,positive,2024-12-09 16:00:01.938486+00,284681
,,2023-07-15 04:00:00+00,23,positive,2024-12-09 16:00:01.938486+00,284682
,,2023-02-26 05:00:00+00,734,negative,2024-12-09 16:00:01.938486+00,284683
,,2021-01-25 05:00:00+00,561,positive,2024-12-09 16:00:01.938486+00,284684
,,2021-06-01 04:00:00+00,7843,negative,2024-12-09 16:00:01.938486+00,284685
,,2020-11-28 05:00:00+00,4941,negative,2024-12-09 16:00:01.938486+00,284686
,,2022-12-26 05:00:00+00,254,positive,2024-12-09 16:00:01.938486+00,284687
,,2023-05-10 04:00:00+00,560,negative,2024-12-09 16:00:01.938486+00,284688
,,2021-03-23 04:00:00+00,555,positive,2024-12-09 16:00:01.938486+00,284689
,,2023-06-06 04:00:00+00,20,positive,2024-12-09 16:00:01.938486+00,284690
,,2023-02-01 05:00:00+00,1182,negative,2024-12-09 16:00:01.938486+00,284691
,,2021-05-05 04:00:00+00,10022,negative,2024-12-09 16:00:01.938486+00,284692
,,2020-12-19 05:00:00+00,464,positive,2024-12-09 16:00:01.938486+00,284693
,,2020-08-09 04:00:00+00,2941,negative,2024-12-09 16:00:01.938486+00,284694
,,2022-09-27 04:00:00+00,252,positive,2024-12-09 16:00:01.938486+00,284695
,,2021-09-13 04:00:00+00,419,positive,2024-12-09 16:00:01.938486+00,284696
,,2024-01-31 05:00:00+00,126,positive,2024-12-09 16:00:01.938486+00,284697
,,2022-05-17 04:00:00+00,3170,negative,2024-12-09 16:00:01.938486+00,284698
,,2022-01-04 05:00:00+00,10402,negative,2024-12-09 16:00:01.938486+00,284699
,,2020-03-19 04:00:00+00,102,positive,2024-12-09 16:00:01.938486+00,284700
,,2023-09-30 04:00:00+00,121,negative,2024-12-09 16:00:01.938486+00,284701
,,2022-04-22 04:00:00+00,3795,negative,2024-12-09 16:00:01.938486+00,284702
,,2021-08-03 04:00:00+00,236,positive,2024-12-09 16:00:01.938486+00,284703
,,2020-04-29 04:00:00+00,452,positive,2024-12-09 16:00:01.938486+00,284704
,,2020-09-01 04:00:00+00,4243,negative,2024-12-09 16:00:01.938486+00,284705
,,2023-10-25 04:00:00+00,163,negative,2024-12-09 16:00:01.938486+00,284706
,,2022-08-19 04:00:00+00,233,positive,2024-12-09 16:00:01.938486+00,284707
,,2021-12-12 05:00:00+00,2777,negative,2024-12-09 16:00:01.938486+00,284708
,,2024-03-10 05:00:00+00,18,positive,2024-12-09 16:00:01.938486+00,284709
,,2023-04-29 04:00:00+00,373,negative,2024-12-09 16:00:01.938486+00,284710
,,2021-04-01 04:00:00+00,660,positive,2024-12-09 16:00:01.938486+00,284711
,,2023-01-06 05:00:00+00,252,positive,2024-12-09 16:00:01.938486+00,284712
,,2020-11-19 05:00:00+00,8823,negative,2024-12-09 16:00:01.938486+00,284713
,,2022-06-15 04:00:00+00,358,positive,2024-12-09 16:00:01.938486+00,284714
,,2022-02-12 05:00:00+00,98,positive,2024-12-09 16:00:01.938486+00,284715
,,2020-07-01 04:00:00+00,176,positive,2024-12-09 16:00:01.938486+00,284716
,,2022-11-01 04:00:00+00,1861,negative,2024-12-09 16:00:01.938486+00,284717
,,2023-12-27 05:00:00+00,280,negative,2024-12-09 16:00:01.938486+00,284718
,,2023-09-01 04:00:00+00,64,positive,2024-12-09 16:00:01.938486+00,284719
,,2021-10-08 04:00:00+00,9986,negative,2024-12-09 16:00:01.938486+00,284720
,,2021-06-13 04:00:00+00,21,positive,2024-12-09 16:00:01.938486+00,284721
,,2023-07-27 04:00:00+00,104,negative,2024-12-09 16:00:01.938486+00,284722
,,2021-02-14 05:00:00+00,2840,negative,2024-12-09 16:00:01.938486+00,284723
,,2024-04-24 04:00:00+00,21,positive,2024-12-09 16:00:01.938486+00,284724
,,2023-03-18 04:00:00+00,43,positive,2024-12-09 16:00:01.938486+00,284725
,,2024-04-05 04:00:00+00,22,positive,2024-12-09 16:00:01.938486+00,284726
,,2020-10-09 04:00:00+00,5506,negative,2024-12-09 16:00:01.938486+00,284727
,,2021-11-04 04:00:00+00,10877,negative,2024-12-09 16:00:01.938486+00,284728
,,2021-07-08 04:00:00+00,44,positive,2024-12-09 16:00:01.938486+00,284729
,,2020-05-25 04:00:00+00,102,positive,2024-12-09 16:00:01.938486+00,284730
,,2022-03-15 04:00:00+00,4714,negative,2024-12-09 16:00:01.938486+00,284731
,,2022-07-24 04:00:00+00,246,positive,2024-12-09 16:00:01.938486+00,284732
,,2023-12-02 05:00:00+00,159,negative,2024-12-09 16:00:01.938486+00,284733
,,2024-03-31 04:00:00+00,11,positive,2024-12-09 16:00:01.938486+00,283638
,,2022-03-10 05:00:00+00,4957,negative,2024-12-09 16:00:01.938486+00,283639
,,2020-10-08 04:00:00+00,5612,negative,2024-12-09 16:00:01.938486+00,283640
,,2023-12-07 05:00:00+00,286,negative,2024-12-09 16:00:01.938486+00,283641
,,2022-07-29 04:00:00+00,341,positive,2024-12-09 16:00:01.938486+00,283642
,,2023-08-17 04:00:00+00,124,negative,2024-12-09 16:00:01.938486+00,283643
,,2021-10-27 04:00:00+00,237,positive,2024-12-09 16:00:01.938486+00,283644
,,2022-06-30 04:00:00+00,2316,negative,2024-12-09 16:00:01.938486+00,283645
,,2022-02-25 05:00:00+00,5859,negative,2024-12-09 16:00:01.938486+00,283646
,,2020-06-18 04:00:00+00,2277,negative,2024-12-09 16:00:01.938486+00,283647
,,2022-11-18 05:00:00+00,162,positive,2024-12-09 16:00:01.938486+00,283648
,,2023-12-10 05:00:00+00,69,positive,2024-12-09 16:00:01.938486+00,283649
,,2022-12-16 05:00:00+00,1590,negative,2024-12-09 16:00:01.938486+00,283650
,,2020-10-29 04:00:00+00,448,positive,2024-12-09 16:00:01.938486+00,283651
,,2023-04-18 04:00:00+00,20,positive,2024-12-09 16:00:01.938486+00,283652
,,2021-03-21 04:00:00+00,2722,negative,2024-12-09 16:00:01.938486+00,283653
,,2023-10-29 04:00:00+00,129,negative,2024-12-09 16:00:01.938486+00,283654
,,2021-07-30 04:00:00+00,205,positive,2024-12-09 16:00:01.938486+00,283655
,,2021-12-16 05:00:00+00,11629,negative,2024-12-09 16:00:01.938486+00,283656
,,2022-04-18 04:00:00+00,4566,negative,2024-12-09 16:00:01.938486+00,283657
,,2024-03-06 05:00:00+00,47,positive,2024-12-09 16:00:01.938486+00,283658
,,2020-05-03 04:00:00+00,138,positive,2024-12-09 16:00:01.938486+00,283659
,,2022-08-23 04:00:00+00,300,positive,2024-12-09 16:00:01.938486+00,283660
,,2020-08-28 04:00:00+00,4521,negative,2024-12-09 16:00:01.938486+00,283661
,,2023-01-30 05:00:00+00,289,positive,2024-12-09 16:00:01.938486+00,283662
,,2021-04-25 04:00:00+00,338,positive,2024-12-09 16:00:01.938486+00,283663
,,2023-06-08 04:00:00+00,133,negative,2024-12-09 16:00:01.938486+00,283664
,,2020-12-29 05:00:00+00,6244,negative,2024-12-09 16:00:01.938486+00,283665
,,2021-09-04 04:00:00+00,2770,negative,2024-12-09 16:00:01.938486+00,283666
,,2024-02-07 05:00:00+00,216,negative,2024-12-09 16:00:01.938486+00,283667
,,2022-09-20 04:00:00+00,1999,negative,2024-12-09 16:00:01.938486+00,283668
,,2022-01-13 05:00:00+00,2425,positive,2024-12-09 16:00:01.938486+00,283669
,,2022-05-24 04:00:00+00,483,positive,2024-12-09 16:00:01.938486+00,283670
,,2020-03-28 04:00:00+00,490,negative,2024-12-09 16:00:01.938486+00,283671
,,2020-07-31 04:00:00+00,138,positive,2024-12-09 16:00:01.938486+00,283672
,,2023-09-23 04:00:00+00,49,positive,2024-12-09 16:00:01.938486+00,283673
,,2021-03-27 04:00:00+00,378,positive,2024-12-09 16:00:01.938486+00,283674
,,2023-05-14 04:00:00+00,192,negative,2024-12-09 16:00:01.938486+00,283675
,,2020-11-24 05:00:00+00,8648,negative,2024-12-09 16:00:01.938486+00,283676
,,2022-12-22 05:00:00+00,217,positive,2024-12-09 16:00:01.938486+00,283677
,,2021-12-09 05:00:00+00,11970,negative,2024-12-09 16:00:01.938486+00,283678
,,2020-09-04 04:00:00+00,3965,negative,2024-12-09 16:00:01.938486+00,283679
,,2023-11-03 04:00:00+00,167,negative,2024-12-09 16:00:01.938486+00,283680
,,2021-08-06 04:00:00+00,291,positive,2024-12-09 16:00:01.938486+00,283681
,,2022-04-13 04:00:00+00,3850,negative,2024-12-09 16:00:01.938486+00,283682
,,2020-04-26 04:00:00+00,211,positive,2024-12-09 16:00:01.938486+00,283683
,,2024-03-01 05:00:00+00,66,positive,2024-12-09 16:00:01.938486+00,283684
,,2022-08-28 04:00:00+00,172,positive,2024-12-09 16:00:01.938486+00,283685
,,2023-08-23 04:00:00+00,133,negative,2024-12-09 16:00:01.938486+00,283686
,,2022-06-24 04:00:00+00,2110,negative,2024-12-09 16:00:01.938486+00,283687
,,2020-06-24 04:00:00+00,2567,negative,2024-12-09 16:00:01.938486+00,283688
,,2021-10-01 04:00:00+00,291,positive,2024-12-09 16:00:01.938486+00,283689
,,2024-01-05 05:00:00+00,180,positive,2024-12-09 16:00:01.938486+00,283690
,,2022-10-23 04:00:00+00,105,positive,2024-12-09 16:00:01.938486+00,283691
,,2022-02-19 05:00:00+00,1943,negative,2024-12-09 16:00:01.938486+00,283692
,,2023-07-25 04:00:00+00,39,positive,2024-12-09 16:00:01.938486+00,283693
,,2021-02-04 05:00:00+00,481,positive,2024-12-09 16:00:01.938486+00,283694
,,2023-03-20 04:00:00+00,924,negative,2024-12-09 16:00:01.938486+00,283695
,,2024-04-22 04:00:00+00,143,negative,2024-12-09 16:00:01.938486+00,283696
,,2021-06-23 04:00:00+00,3768,negative,2024-12-09 16:00:01.938486+00,283697
,,2022-11-30 05:00:00+00,247,positive,2024-12-09 16:00:01.938486+00,283698
,,2021-03-05 05:00:00+00,332,positive,2024-12-09 16:00:01.938486+00,283699
,,2020-10-13 04:00:00+00,5228,negative,2024-12-09 16:00:01.938486+00,283700
,,2023-04-02 04:00:00+00,477,negative,2024-12-09 16:00:01.938486+00,283701
,,2023-03-09 05:00:00+00,1005,negative,2024-12-09 16:00:01.938486+00,283702
,,2021-06-02 04:00:00+00,4969,negative,2024-12-09 16:00:01.938486+00,283703
,,2021-01-24 05:00:00+00,280,positive,2024-12-09 16:00:01.938486+00,283704
,,2024-05-03 04:00:00+00,14,negative,2024-12-09 16:00:01.938486+00,283705
,,2023-07-04 04:00:00+00,12,positive,2024-12-09 16:00:01.938486+00,283706
,,2020-07-20 04:00:00+00,151,positive,2024-12-09 16:00:01.938486+00,283707
,,2023-09-18 04:00:00+00,142,positive,2024-12-09 16:00:01.938486+00,283708
,,2022-10-17 04:00:00+00,1775,negative,2024-12-09 16:00:01.938486+00,283709
,,2022-05-29 04:00:00+00,257,positive,2024-12-09 16:00:01.938486+00,283710
,,2022-01-24 05:00:00+00,1033,positive,2024-12-09 16:00:01.938486+00,283711
,,2024-01-11 05:00:00+00,236,negative,2024-12-09 16:00:01.938486+00,283712
,,2021-09-25 04:00:00+00,4259,negative,2024-12-09 16:00:01.938486+00,283713
,,2023-06-29 04:00:00+00,19,positive,2024-12-09 16:00:01.938486+00,283714
,,2021-05-16 04:00:00+00,2200,negative,2024-12-09 16:00:01.938486+00,283715
,,2021-01-09 05:00:00+00,401,positive,2024-12-09 16:00:01.938486+00,283716
,,2023-02-10 05:00:00+00,1178,negative,2024-12-09 16:00:01.938486+00,283717
,,2023-06-05 04:00:00+00,131,negative,2024-12-09 16:00:01.938486+00,283718
,,2021-05-08 04:00:00+00,170,positive,2024-12-09 16:00:01.938486+00,283719
,,2020-12-16 05:00:00+00,8090,negative,2024-12-09 16:00:01.938486+00,283720
,,2023-02-02 05:00:00+00,247,positive,2024-12-09 16:00:01.938486+00,283721
,,2021-04-25 04:00:00+00,2807,negative,2024-12-09 16:00:01.938486+00,283722
,,2023-06-08 04:00:00+00,20,positive,2024-12-09 16:00:01.938486+00,283723
,,2023-01-30 05:00:00+00,1218,negative,2024-12-09 16:00:01.938486+00,283724
,,2020-12-29 05:00:00+00,803,positive,2024-12-09 16:00:01.938486+00,283725
,,2023-09-09 04:00:00+00,54,positive,2024-12-09 16:00:01.938486+00,283726
,,2022-06-07 04:00:00+00,392,positive,2024-12-09 16:00:01.938486+00,283727
,,2022-02-04 05:00:00+00,256,positive,2024-12-09 16:00:01.938486+00,283728
,,2020-07-09 04:00:00+00,158,positive,2024-12-09 16:00:01.938486+00,283729
,,2024-01-20 05:00:00+00,183,negative,2024-12-09 16:00:01.938486+00,283730
,,2021-09-14 04:00:00+00,10259,negative,2024-12-09 16:00:01.938486+00,283731
,,2022-10-08 04:00:00+00,1014,negative,2024-12-09 16:00:01.938486+00,283732
,,2020-03-18 04:00:00+00,21,negative,2024-12-09 16:00:01.938486+00,283733
,,2021-07-18 04:00:00+00,56,positive,2024-12-09 16:00:01.938486+00,283734
,,2020-09-17 04:00:00+00,4336,negative,2024-12-09 16:00:01.938486+00,283735
,,2022-08-03 04:00:00+00,401,positive,2024-12-09 16:00:01.938486+00,283736
,,2021-11-26 05:00:00+00,3272,negative,2024-12-09 16:00:01.938486+00,283737
,,2020-05-15 04:00:00+00,274,positive,2024-12-09 16:00:01.938486+00,283738
,,2022-04-06 04:00:00+00,4257,negative,2024-12-09 16:00:01.938486+00,283739
,,2024-03-26 04:00:00+00,36,positive,2024-12-09 16:00:01.938486+00,283740
,,2023-11-10 05:00:00+00,160,negative,2024-12-09 16:00:01.938486+00,283741
,,2023-07-17 04:00:00+00,101,negative,2024-12-09 16:00:01.938486+00,283742
,,2021-05-30 04:00:00+00,52,positive,2024-12-09 16:00:01.938486+00,283743
,,2023-02-24 05:00:00+00,123,positive,2024-12-09 16:00:01.938486+00,283744
,,2021-01-27 05:00:00+00,9144,negative,2024-12-09 16:00:01.938486+00,283745
,,2020-06-16 04:00:00+00,115,positive,2024-12-09 16:00:01.938486+00,283746
,,2022-02-27 05:00:00+00,39,positive,2024-12-09 16:00:01.938486+00,283747
,,2023-12-12 05:00:00+00,257,negative,2024-12-09 16:00:01.938486+00,283748
,,2021-10-25 04:00:00+00,9162,negative,2024-12-09 16:00:01.938486+00,283749
,,2023-08-15 04:00:00+00,82,positive,2024-12-09 16:00:01.938486+00,283750
,,2022-11-16 05:00:00+00,1859,negative,2024-12-09 16:00:01.938486+00,283751
,,2022-07-02 04:00:00+00,208,positive,2024-12-09 16:00:01.938486+00,283752
,,2020-10-12 04:00:00+00,197,positive,2024-12-09 16:00:01.938486+00,283753
,,2022-07-25 04:00:00+00,1972,negative,2024-12-09 16:00:01.938486+00,283754
,,2021-07-11 04:00:00+00,1663,negative,2024-12-09 16:00:01.938486+00,283755
,,2021-11-01 04:00:00+00,271,positive,2024-12-09 16:00:01.938486+00,283756
,,2023-12-03 05:00:00+00,65,positive,2024-12-09 16:00:01.938486+00,283757
,,2022-03-14 04:00:00+00,120,positive,2024-12-09 16:00:01.938486+00,283758
,,2024-04-04 04:00:00+00,175,negative,2024-12-09 16:00:01.938486+00,283759
,,2020-05-22 04:00:00+00,1965,negative,2024-12-09 16:00:01.938486+00,283760
,,2021-11-19 05:00:00+00,9308,negative,2024-12-09 16:00:01.938486+00,283761
,,2023-11-15 05:00:00+00,147,negative,2024-12-09 16:00:01.938486+00,283762
,,2022-04-01 04:00:00+00,3686,negative,2024-12-09 16:00:01.938486+00,283763
,,2024-03-21 04:00:00+00,31,positive,2024-12-09 16:00:01.938486+00,283764
,,2022-08-08 04:00:00+00,434,positive,2024-12-09 16:00:01.938486+00,283765
,,2020-09-24 04:00:00+00,4511,negative,2024-12-09 16:00:01.938486+00,283766
,,2021-07-25 04:00:00+00,85,positive,2024-12-09 16:00:01.938486+00,283767
,,2020-05-08 04:00:00+00,275,positive,2024-12-09 16:00:01.938486+00,283768
,,2021-05-24 04:00:00+00,7917,negative,2024-12-09 16:00:01.938486+00,283769
,,2023-02-18 05:00:00+00,746,negative,2024-12-09 16:00:01.938486+00,283770
,,2023-06-21 04:00:00+00,16,positive,2024-12-09 16:00:01.938486+00,283771
,,2021-01-01 05:00:00+00,199,positive,2024-12-09 16:00:01.938486+00,283772
,,2021-09-02 04:00:00+00,291,positive,2024-12-09 16:00:01.938486+00,283773
,,2024-02-09 05:00:00+00,92,positive,2024-12-09 16:00:01.938486+00,283774
